,channelTitle,view_count,Likes,Dislikes,Comments,Response_Percentage,LikesPercentage,DislikesPercentage,CommentsPercentage
242,BBCRadio1VEVO,6264109,375172,7102,14691,6.102607729207778,5.9892316688614455,0.11337606034633178,0.2345265703390538
243,BET Africa,783979,20808,1075,1391,2.7912737458528865,2.6541527260296514,0.13712101982323507,0.17742822192941393
244,BETNetworks,12427266,368174,12385,32376,3.0622906116276902,2.9626307186150194,0.09965989301267068,0.26052391571887173
245,BH NotLuc,386158,21981,278,2655,5.764220862962829,5.692229605498268,0.07199125746456114,0.6875424049223375
246,BLACKPINK,738632510,64371645,1637370,8672784,8.936651732266698,8.714975868040252,0.22167586422644733,1.1741676520574487
247,BLACKPINK - Topic,18455800,1111276,16132,72726,6.1086921184668235,6.021283282220224,0.08740883624659998,0.3940549854246362
248,BLTW,3146234,123862,2410,1865,4.013433202997615,3.936833687513389,0.07659951548422654,0.059277218414142116
249,BMTHOfficialVEVO,3913182,272219,11441,20569,7.248832280226169,6.956461519040004,0.2923707611861651,0.5256336147922586
250,BRIGHT SIDE,1335031,17501,488,1599,1.3474593473859409,1.310905889076733,0.0365534583092078,0.11977249966480179
251,BRISxLIFE,2935894,229096,4688,13684,7.962957790710427,7.803279001217346,0.15967878949308115,0.46609312189064045
252,BRITs,3148205,204259,1543,7421,6.537121947268364,6.488109891191965,0.049012056076399094,0.23572162549770426
253,BROCKHAMPTON,1328619,115405,750,6795,8.742536423158182,8.686086831514528,0.05644959164365405,0.5114333002915057
254,BRProud News - NBC Local 33 / Fox44,858200,10765,831,3534,1.351200186436728,1.2543696108133302,0.09683057562339781,0.4117921230482405
255,BSOLZ,155357,11309,203,1871,7.410029802326255,7.279363015506221,0.13066678682003385,1.204322946503859
256,BT Sport,24177178,420665,13439,46178,1.7955114529909157,1.7399259748180702,0.05558547817284548,0.1909983042685958
257,BT Sport Boxing,20555284,247955,8363,34451,1.2469689059027353,1.2062835035507171,0.0406854023520181,0.16760167361346115
258,BTS - Topic,22206079,2762081,9037,117944,12.479096377167712,12.438400313715897,0.04069606345181425,0.5311338395220516
259,BTS Universe Story,3324637,594223,2059,30133,17.935251277056715,17.87331970377518,0.061931573281534195,0.9063545884859009
260,BWF TV,1881270,7017,541,1028,0.40174988172883214,0.3729927123698353,0.02875716935899685,0.05464393734020104
261,BWay Yungy,381216,20378,436,1211,5.459896751447998,5.345525896079913,0.11437085536808529,0.31766767396961304
262,Babish Culinary Universe,36472711,1930060,21087,103259,5.3496078204880355,5.291791992100615,0.05781582838742094,0.2831130375803433
263,Baby Steps Podcast,1066809,53462,713,2430,5.078228623868003,5.011393792140861,0.06683483172714141,0.22778210532532064
264,Babyface Ray,434846,10814,148,818,2.5208924538802244,2.4868574161887196,0.03403503769150458,0.18811257318682936
265,Bachelor Nation,2806054,25986,4703,11483,1.093671041255799,0.9260691348063865,0.16760190644941259,0.40922234568543586
266,Bachelor Nation on ABC,165425,569,66,232,0.38385975517606163,0.3439625207798096,0.039897234396252076,0.14024482393834065
267,Bad Bunny,309403401,12937225,269558,552931,4.268467301043016,4.181345440349571,0.08712186069344467,0.17870876603583294
268,Bad Bunny - Topic,21961972,169981,7055,3100,0.8061024756793242,0.7739787665697779,0.03212370910954627,0.014115308042465403
269,Bad Lip Reading,7116354,339903,7293,27229,4.878846667830183,4.776364413574704,0.1024822542554797,0.3826257097384419
270,BadTwin,6375519,159290,4465,12120,2.5684967764977253,2.498463262363425,0.07003351413430028,0.19010217050564823
271,Bailey Sarian,24426728,1502953,14973,243439,6.214201099713396,6.15290349161787,0.06129760809552552,0.9966091242347317
272,Ballinger Family,1050318,54169,1004,16285,5.252980525897871,5.15739042842263,0.09559009747524083,1.5504828061596583
273,Ballislife,6406044,125383,2302,12346,1.9931958007156991,1.957260986655727,0.03593481405997211,0.19272424604014585
274,BamBam SPACE,37002863,699670,2523,75851,1.8976720801306646,1.8908536888078094,0.006818391322855207,0.20498684115334534
275,Bancily,374152,11768,367,1661,3.243334259872993,3.1452457824627422,0.09808847741025038,0.44393722337445746
276,Bandai Namco Entertainment America,1073111,35013,1237,4625,3.3780289271100568,3.262756602066329,0.115272325043728,0.43098989759680034
277,Bankrol Hayden,1922861,64207,1034,3873,3.3929129562667297,3.3391389185177713,0.053774037748958455,0.20141861528212388
278,BankrollFreddieVEVO,3347830,83570,4374,4953,2.6268956309012106,2.496243835559153,0.1306517953420574,0.14794658032217883
279,Bardavon Presents,619912,10295,277,355,1.7054033475719135,1.6607195860057558,0.044683761566157776,0.057266192620888126
280,Bare Knuckle Fighting Championship,399120,5103,262,563,1.3442072559631189,1.2785628382441372,0.06564441771898176,0.14106033273201043
281,Battlefield,22411588,1514437,36538,121434,6.92041545650402,6.757383724883752,0.16303173162026716,0.5418357681749281
282,Baylen Levine,1686175,120543,2247,11386,7.282162290390974,7.148902100908861,0.13326018948211188,0.6752561270330778
283,Bazerk,2186026,66999,2762,2587,3.1912246240438127,3.064876630012635,0.12634799403117802,0.11834259976779782
284,Beaker's Lab,363613,16326,249,1710,4.558417878348684,4.489938478547247,0.06847939980143725,0.47028021550384613
285,Beast Philanthropy,19966626,2038134,8177,122383,10.248656933825474,10.207703594988958,0.040953338836516494,0.6129378093224164
286,Beast Reacts,77212561,3129795,38028,147877,4.102730124441799,4.0534790705880095,0.04925105385378941,0.19151935654614538
287,Beaston Family Vibes,202475,12332,363,1506,6.2699098654154835,6.090628472650945,0.17928139276453883,0.7437955303123842
288,BeautyyBird,571880,42508,601,3778,7.53811988529062,7.4330279079527175,0.10509197733790306,0.6606281037979996
289,Bebe Rexha,21541157,1133628,37085,53798,5.434773071845677,5.262614259763299,0.17215881208237793,0.2497451738548677
290,BeckBroJack,1220924,66767,1013,1283,5.55153310115945,5.468563153808099,0.08296994735135028,0.10508434595437553
291,BeckyGVEVO,14568099,539862,13628,21081,3.799328930974453,3.7057820653195725,0.09354686565488057,0.1447065948686922
292,Behind The Gloves,823323,9786,464,4218,1.2449548961950534,1.188597913577053,0.05635698261800047,0.5123141221610473
293,Behzinga,9722809,1031739,4495,32109,10.657763615432536,10.611532119987135,0.0462314954454006,0.33024406835514303
294,Being The Elite,619040,52868,289,6356,8.587005686223831,8.540320496252262,0.04668518997156888,1.026751098475058
295,Bella Poarch,84063330,5627368,162546,308370,6.8875620321012745,6.694200669899705,0.19336136220156874,0.36683057880290965
296,BellatorMMA,449064,4758,204,210,1.1049649938538828,1.0595371706482817,0.04542782320560099,0.046763935652824544
297,Beluga,17374304,1016053,12930,55872,5.922441555068911,5.848021307788789,0.07442024728012127,0.32157834926797646
298,Ben Azelart,29148537,2019335,37223,605284,7.055441581853662,6.927740490028711,0.12770109182495162,2.0765501884365585
299,Ben Foster - The Cycling GK,1313529,90066,199,1758,6.871945727882673,6.856795700742047,0.01515002714062651,0.13383792820714274
300,Ben Sullins,331548,8571,858,1372,2.843932100329364,2.5851460422020343,0.25878605812732997,0.41381640064183767
301,Benny Benni,707605,26927,473,1355,3.872216844143272,3.805371640957879,0.06684520318539298,0.1914910154676691
302,Benny Soliven,8485308,517027,8301,51860,6.191030425766513,6.093202509561232,0.09782791620528095,0.611174043417163
303,Benny the Butcher,427740,22615,195,2125,5.332678730069668,5.28709028849301,0.04558844157665872,0.4967971197456399
304,Bentellect,9832512,776644,17964,10642,8.08143432726042,7.898734321402303,0.1827000058581164,0.10823276900145151
305,Berd,1185692,126398,405,4250,10.694429919405714,10.660272650907656,0.034157268498058516,0.35844047189320666
306,Berm Peak,8813735,521044,4771,34395,5.965858968984205,5.911727547969164,0.05413142101504073,0.3902431829411708
307,Berm Peak Express,4024446,255738,4073,18649,6.455820254514534,6.354613777896386,0.10120647661814819,0.46339297384037453
308,Bernadette Banner,1499126,131610,732,10166,8.827943748557493,8.779115297846879,0.04882845071061405,0.6781284561804678
309,Beta Squad,1452586,107934,935,4305,7.494840236653802,7.43047227496341,0.06436796169039218,0.29636799473490727
310,Bethesda Softworks,534814,31874,220,5341,6.000964821414548,5.959829024670259,0.04113579674428867,0.9986649564147535
311,BeyoncéVEVO,7257389,486207,9872,31658,6.8355024100265265,6.699475527631218,0.13602688239530775,0.43621748813519573
312,Beyond The Trailer,484723,17244,3468,3465,4.272955894397419,3.5574957243621617,0.7154601700352573,0.7148412598535658
313,Bhad Bhabie,5770101,384882,19963,31082,7.016255001428918,6.670281854685039,0.34597314674387847,0.5386734131690243
314,Biannca Prince,497350,36202,713,0,7.422338393485473,7.278978586508495,0.14335980697697798,0.0
315,Biden Inaugural Committee,17238082,263436,61094,3786,1.8826340424648171,1.5282210631089932,0.35441297935582394,0.02196300029202785
316,Biffle,691923,32456,431,1207,4.752985520065094,4.69069535193945,0.06229016812564404,0.17444137570220963
317,Big 12 Conference,294426,2127,198,726,0.7896721077622221,0.7224226121334393,0.06724949562878278,0.24658148397220353
318,Big Hit Labels,599584464,57411672,1261833,12931041,9.78569468070807,9.57524343059029,0.21045125011778157,2.156667121381584
319,Big Island Video News,1464492,0,0,2208,0.0,0.0,0.0,0.15076900385935874
320,Big Red Machine,1488472,104294,819,5974,7.061805663794818,7.006782794704906,0.05502286908991234,0.40135118430175376
321,Big Scarr,6797652,194286,4059,9277,2.9178457502678867,2.8581339556658683,0.05971179460201846,0.1364735941174982
322,Big guy,7264698,497947,4628,11636,6.918043943464683,6.854338611185214,0.06370533227946984,0.16017183370871027
323,BigDawsTv,169988,24149,224,2364,14.338070922653364,14.206296915076358,0.13177400757700544,1.3906864013930396
324,BigGucci Sosa,2372935,178253,1932,13922,7.593339050585035,7.511920891216995,0.08141815936804,0.5866995935413317
325,BigSeanVEVO,15103056,820278,10556,36329,5.5010985856107535,5.431205446103093,0.06989313950765991,0.2405407223544692
326,Bigg Jah,316980,16284,186,1106,5.195911413969336,5.1372326329736895,0.05867878099564641,0.3489179128020695
327,Bigkaybeezy,1631325,106192,841,5413,6.561108301534029,6.509555116239866,0.05155318529416272,0.3318161617090402
328,Bijuu Mike,2506185,94692,2021,20929,3.85897290104282,3.778332405628475,0.08064049541434491,0.8350939774996659
329,Billboard,9324986,1051589,6120,35685,11.342740889905894,11.277110764563078,0.06563012534281552,0.38268153968274055
330,Billboard Music Awards,267431,9291,484,790,3.6551484308101903,3.474167168353706,0.1809812624564841,0.29540330029054224
331,Billie Eilish,21463850,2982811,30502,192215,14.039014435900363,13.89690572753723,0.1421087083631315,0.895528994099381
332,BillieEilishVEVO,225175728,16127477,373009,1056809,7.327826203364157,7.162173802320293,0.16565240104386383,0.46932633876063234
333,Billy Idol,736382,9160,1886,1763,1.5000366657522861,1.2439195960792089,0.2561170696730773,0.23941378252048529
334,Binaziz animation,8740706,35327,3222,1264,0.44102844781645784,0.40416643689880427,0.036862010917653565,0.014461074425795811
335,Bingeworthy,197644,6424,319,1635,3.4116897047216206,3.2502883973204346,0.16140130740118597,0.8272449454574893
336,Binging with Babish,8690848,352620,3463,17325,4.097218131073055,4.057371616670778,0.03984651440227697,0.19934763558170618
337,Binz Da Poet,7222409,367400,9946,14825,5.224655651597687,5.086945366843667,0.13771028475402045,0.2052639223284087
338,BioWare,356464,12847,943,2153,3.868553346200458,3.6040105031644147,0.2645428430360429,0.6039880605054087
339,Bionic,20784299,632013,24659,51575,3.1594618610904317,3.0408194185428146,0.11864244254761731,0.2481440437322423
340,BirdmanVEVO,3748466,117169,3913,8042,3.2301746901265744,3.1257853212487454,0.10438936887782896,0.21454109494390505
341,Birdo,2849471,173195,3117,1093,6.187534458150302,6.078145733015005,0.10938872513529704,0.03835799697557898
342,Bitwit,4794250,311557,5710,46740,6.617656567763467,6.498555561349534,0.11910100641393336,0.974917870365542
343,Bizarrap,81649270,5710411,82348,356197,7.094685598536276,6.993829828484688,0.10085577005158772,0.4362525225271457
344,Bjorn Steinbekk - A guy with a drone,759162,5860,156,516,0.7924527307741958,0.7719037570373649,0.020548973736830876,0.06796968236028673
345,BlacYoungstaVEVO,2921464,100023,2937,4852,3.5242604392866044,3.4237286511146467,0.10053178817195763,0.16608111549551868
346,Black Nerd Comedy,221111,11672,124,1156,5.334877052702036,5.278796622510866,0.05608043019117095,0.5228143330725292
347,Black Plasma Studios,5297188,274302,4243,16107,5.2583559428134325,5.178256841176866,0.08009910163656642,0.3040669879943849
348,BlackEyedPeasVEVO,77944649,1627493,87566,102939,2.200355023729724,2.0880111988187924,0.11234382491093134,0.13206679524594434
349,BlacktipH,1001872,25044,813,2302,2.580868613954677,2.499720523180606,0.08114809077407094,0.22976987080185893
350,Blake Gray,2321741,147405,2284,2994,6.447273834592231,6.348899381972408,0.09837445261982279,0.12895495233964513
351,Blake McLain,1167588,85444,389,3930,7.351308852095088,7.317992305505024,0.033316546590064305,0.33659133187391443
352,Blake Shelton,974223,25892,544,1893,2.713547103691865,2.6577077322132614,0.055839371478603975,0.19430869523712743
353,Blantados,17577632,245104,7359,18918,1.436274237621996,1.3944085301137263,0.0418657075082696,0.10762541848640363
354,Bleacher Report,13918109,130933,4825,24894,0.975405495099945,0.9407384293369164,0.03466706576302858,0.1788605046849396
355,Blind Wave,838998,35015,615,3642,4.246732411757835,4.173430687558254,0.07330172419958093,0.43408923501605484
356,BlocBoyJBVEVO,494713,24009,532,1660,4.960653954919317,4.853116857652821,0.10753709726649593,0.3355480854556076
357,Block Facts,2044438,97215,1763,6678,4.841330478106942,4.755096510630305,0.08623396747663661,0.3266423339812702
358,Blondedy Ferdinand,1315567,37643,2689,21322,3.0657503570703732,2.861351797361898,0.2043985597084755,1.620746035739723
359,Bloomberg Markets and Finance,318079,1575,4513,4514,1.91398992074296,0.4951600074195404,1.4188299133234197,1.4191443006297177
360,Bloomberg Politics,1496557,11743,11363,20621,1.5439438658200122,0.7846677406874579,0.7592761251325543,1.377896064099129
361,Bloomberg QuickTake: Now,1206333,9958,7221,2469,1.4240678154373627,0.8254768791038627,0.5985909363334999,0.20466985484107622
362,Bloomberg Quicktake,3096859,53200,2610,9775,1.8021485640773443,1.7178696220912868,0.08427894198605748,0.3156423976680889
363,Bloomberg Quicktake: Now,3506154,24218,8010,8978,0.919183812234146,0.6907283593361844,0.2284554528979617,0.25606405194980025
364,Bloomberg Technology,315130,7502,414,3919,2.5119791831942373,2.3806048297528006,0.13137435344143686,1.243613746707708
365,Blu Productions,1202845,107568,1686,12123,9.082965801911302,8.942798116133002,0.1401676857783006,1.0078605306585637
366,Blue Monkey,1885005,55618,1146,3303,3.011344797493906,2.9505492027872604,0.06079559470664534,0.17522499940318462
367,Blue Origin,634510,11923,848,1719,2.012734235867047,1.8790878000346725,0.1336464358323746,0.27091771603284426
368,Bob The Drag Queen,339046,25936,316,2478,7.7429021430720315,7.649699450811984,0.0932026922600473,0.7308742766468267
369,Bobby Bones Show,183644,2492,1837,2810,2.3572782121931564,1.3569732743786893,1.000304937814467,1.5301343904510902
370,Bobby Duke Arts,5221190,508680,4540,32796,9.829559927909155,9.742606570532772,0.08695335737638354,0.6281326670739812
371,Bobby Moore Facts,4783550,321409,7045,2561,6.866323128220673,6.719047569273866,0.1472755589468073,0.05353764463630567
372,BobbysWorld,172116,20633,125,1203,12.060470845243906,11.987845406586256,0.07262543865764949,0.6989472216412187
373,Bon Appétit,4595606,144663,58037,21392,4.410734949862978,3.1478547116528266,1.2628802382101512,0.465488120609121
374,BondiRescue,1395702,27788,371,1703,2.017551024502365,1.990969418973391,0.02658160552897395,0.12201745071655697
375,Booka 600,1134356,29538,270,2186,2.6277464922828457,2.603944440722313,0.023802051560533024,0.192708461893797
376,Borderlands,669127,24061,568,2842,3.680766132587685,3.5958794070482885,0.08488672553939686,0.4247325246178976
377,Boston Dynamics,33493487,1272502,29132,173281,3.8862301796167116,3.799252075485601,0.08697810413111062,0.5173572999431203
378,Boxing Social,992858,9639,371,4059,1.0082005684599409,0.9708336942442928,0.03736687421564816,0.40881979094694304
